no.,name,count 0,√,3√,-ple
1,Million,6,1,1,Single
2,Billion,9,4,8,Double
3,Trillion,12,9,27,Triple
4,Quadrillion,15,16,64,Quadruple
5,Quintillion,18,25,125,Quintuple
6,Sextillion,21,36,216,Sextuple
7,Septillion,24,49,343,Septuple
8,Octillion,27,64,512,Octuple
9,Nonillion,30,81,729,Nonuple
10,Decillion,33,100,"1,000",Decuple
11,Undecillion,36,121,"1,331",Undecuple
12,Duodecillion,39,144,"1,728",Duodecuple
13,Tredecillion,42,169,"2,197",Tredecuple
14,Quattuordecillion,45,196,"2,744",Quattuordecuple
15,Quindecillion,48,225,"3,375",Quindecuple
16,Sedecillion,51,256,"4,096",Sedecuple
17,Septendecillion,54,289,"4,913",Septendecuple
18,Octodecillion,57,324,"5,832",Octodecuple
19,Novemdecillion,60,361,"6,859",Novemdecuple
20,Vigintillion,63,400,"8,000",Viguple
21,Unvigintillion,66,441,"9,261",Unviguple
22,Duovigintillion,69,484,"10,648",Duoviguple
23,Tresvigintillion,72,529,"12,167",Tresviguple
24,Quattuorvigintillion,75,576,"13,824",Quattuorviguple
25,Quinvigintillion,78,625,"15,625",Quinviguple
26,Sexvigintillion,81,676,"17,576",Sexviguple
27,Septenvigintillion,84,729,"19,683",Septenviguple
28,Octovigintillion,87,784,"21,952",Octoviguple
29,Novemvigintillion,90,841,"24,389",Novemviguple
30,Trigintillion,93,900,"27,000",Triguple
31,Untrigintillion,96,961,"29,791",Untriguple
32,Duotrigintillion,99,"1,024","32,768",Duotriguple
33,Trestrigintillion,102,"1,089","35,937",Trestriguple
34,Quattuortrigintillion,105,"1,156","39,304",Quattuortriguple
35,Quintrigintillion,108,"1,225","42,875",Quintriguple
36,Sextrigintillion,111,"1,296","46,656",Sextriguple
37,Septentrigintillion,114,"1,369","50,653",Septentriguple
38,Octotrigintillion,117,"1,444","54,872",Octotriguple
39,Novemtrigintillion,120,"1,521","59,319",Novemtriguple
40,Quadragintillion,123,"1,600","64,000",Quadraguple
41,Unquadragintillion,126,"1,681","68,921",Unquadraguple
42,Duoquadragintillion,129,"1,764","74,088",Duoquadraguple
43,Tresquadragintillion,132,"1,849","79,507",Tresquadraguple
44,Quattuorquadragintillion,135,"1,936","85,184",Quattuorquadraguple
45,Quinquadragintillion,138,"2,025","91,125",Quinquadraguple
46,Sexquadragintillion,141,"2,116","97,336",Sexquadraguple
47,Septenquadragintillion,144,"2,209","103,823",Septenquadraguple
48,Octoquadragintillion,147,"2,304","110,592",Octoquadraguple
49,Novemquadragintillion,150,"2,401","117,649",Novemquadraguple
50,Quinquagintillion,153,"2,500","125,000",Quinquaguple
51,Unquinquagintillion,156,"2,601","132,651",Unquinquaguple
52,Duoquinquagintillion,159,"2,704","140,608",Duoquinquaguple
53,Tresquinquagintillion,162,"2,809","148,877",Tresquinquaguple
54,Quattuorquinquagintillion,165,"2,916","157,464",Quattuorquinquaguple
55,Quinquinquagintillion,168,"3,025","166,375",Quinquinquaguple
56,Sexquinquagintillion,171,"3,136","175,616",Sexquinquaguple
57,Septenquinquagintillion,174,"3,249","185,193",Septenquinquaguple
58,Octoquinquagintillion,177,"3,364","195,112",Octoquinquaguple
59,Novemquinquagintillion,180,"3,481","205,379",Novemquinquaguple
60,Sexagintillion,183,"3,600","216,000",Sexaguple
61,Unsexagintillion,186,"3,721","226,981",Unsexaguple
62,Duosexagintillion,189,"3,844","238,328",Duosexaguple
63,Tresexagintillion,192,"3,969","250,047",Tresexaguple
64,Quattuorsexagintillion,195,"4,096","262,144",Quattuorsexaguple
65,Quinsexagintillion,198,"4,225","274,625",Quinsexaguple
66,Sexsexagintillion,201,"4,356","287,496",Sexsexaguple
67,Septensexagintillion,204,"4,489","300,763",Septensexaguple
68,Octosexagintillion,207,"4,624","314,432",Octosexaguple
69,Novemsexagintillion,210,"4,761","328,509",Novemsexaguple
70,Septuagintillion,213,"4,900","343,000",Septuaguple
71,Unseptuagintillion,216,"5,041","357,911",Unseptuaguple
72,Duoseptuagintillion,219,"5,184","373,248",Duoseptuaguple
73,Treseptuagintillion,222,"5,329","389,017",Treseptuaguple
74,Quattuorseptuagintillion,225,"5,476","405,224",Quattuorseptuaguple
75,Quinseptuagintillion,228,"5,625","421,875",Quinseptuaguple
76,Sexseptuagintillion,231,"5,776","438,976",Sexseptuaguple
77,Septenseptuagintillion,234,"5,929","456,533",Septenseptuaguple
78,Octoseptuagintillion,237,"6,084","474,552",Octoseptuaguple
79,Novemseptuagintillion,240,"6,241","493,039",Novemseptuaguple
80,Octogintillion,243,"6,400","512,000",Octoguple
81,Unoctogintillion,246,"6,561","531,441",Unoctoguple
82,Duooctogintillion,249,"6,724","551,368",Duooctoguple
83,Tresoctogintillion,252,"6,889","571,787",Tresoctoguple
84,Quattuoroctogintillion,255,"7,056","592,704",Quattuoroctoguple
85,Quinoctogintillion,258,"7,225","614,125",Quinoctoguple
86,Sexoctogintillion,261,"7,396","636,056",Sexoctoguple
87,Septenoctogintillion,264,"7,569","658,503",Septenoctoguple
88,Octooctogintillion,267,"7,744","681,472",Octooctoguple
89,Novemoctogintillion,270,"7,921","704,969",Novemoctoguple
90,Nonagintillion,273,"8,100","729,000",Nonaguple
91,Unnonagintillion,276,"8,281","753,571",Unnonaguple
92,Duononagintillion,279,"8,464","778,688",Duononaguple
93,Trenonagintillion,282,"8,649","804,357",Trenonaguple
94,Quattuornonagintillion,285,"8,836","830,584",Quattuornonaguple
95,Quinnonagintillion,288,"9,025","857,375",Quinnonaguple
96,Senonagintillion,291,"9,216","884,736",Senonaguple
97,Septennonagintillion,294,"9,409","912,673",Septennonaguple
98,Octononagintillion,297,"9,604","941,192",Octononaguple
99,Novemnonagintillion,300,"9,801","970,299",Novemnonaguple
100,Centillion,303,"10,000","1,000,000",Centuple
101,Uncentillion,306,"10,201","1,030,301",Uncentuple
102,Duocentillion,309,"10,404","1,061,208",Duocentuple
103,Trescentillion,312,"10,609","1,092,727",Trescentuple
104,Quattuorcentillion,315,"10,816","1,124,864",Quattuorcentuple
105,Quincentillion,318,"11,025","1,157,625",Quincentuple
106,Sexcentillion,321,"11,236","1,191,016",Sexcentuple
107,Septencentillion,324,"11,449","1,225,043",Septencentuple
108,Octocentillion,327,"11,664","1,259,712",Octocentuple
109,Novemcentillion,330,"11,881","1,295,029",Novemcentuple
110,Decicentillion,333,"12,100","1,331,000",Decicentuple
111,Undecicentillion,336,"12,321","1,367,631",Undecicentuple
112,Duodecicentillion,339,"12,544","1,404,928",Duodecicentuple
113,Tredecicentillion,342,"12,769","1,442,897",Tredecicentuple
114,Quattuordecicentillion,345,"12,996","1,481,544",Quattuordecicentuple
115,Quindecicentillion,348,"13,225","1,520,875",Quindecicentuple
116,Sedecicentillion,351,"13,456","1,560,896",Sedecicentuple
117,Septendecicentillion,354,"13,689","1,601,613",Septendecicentuple
118,Octodecicentillion,357,"13,924","1,643,032",Octodecicentuple
119,Novemdecicentillion,360,"14,161","1,685,159",Novemdecicentuple
120,Viginticentillion,363,"14,400","1,728,000",Viginticentuple
121,Unviginticentillion,366,"14,641","1,771,561",Unviginticentuple
122,Duoviginticentillion,369,"14,884","1,815,848",Duoviginticentuple
123,Tresviginticentillion,372,"15,129","1,860,867",Tresviginticentuple
124,Quattuorviginticentillion,375,"15,376","1,906,624",Quattuorviginticentuple
125,Quinviginticentillion,378,"15,625","1,953,125",Quinviginticentuple
126,Sexviginticentillion,381,"15,876","2,000,376",Sexviginticentuple
127,Septenviginticentillion,384,"16,129","2,048,383",Septenviginticentuple
128,Octoviginticentillion,387,"16,384","2,097,152",Octoviginticentuple
129,Novemviginticentillion,390,"16,641","2,146,689",Novemviginticentuple
130,Trigintacentillion,393,"16,900","2,197,000",Trigintacentuple
131,Untrigintacentillion,396,"17,161","2,248,091",Untrigintacentuple
132,Duotrigintacentillion,399,"17,424","2,299,968",Duotrigintacentuple
133,Trestrigintacentillion,402,"17,689","2,352,637",Trestrigintacentuple
134,Quattuortrigintacentillion,405,"17,956","2,406,104",Quattuortrigintacentuple
135,Quintrigintacentillion,408,"18,225","2,460,375",Quintrigintacentuple
136,Sextrigintacentillion,411,"18,496","2,515,456",Sextrigintacentuple
137,Septentrigintacentillion,414,"18,769","2,571,353",Septentrigintacentuple
138,Octotrigintacentillion,417,"19,044","2,628,072",Octotrigintacentuple
139,Novemtrigintacentillion,420,"19,321","2,685,619",Novemtrigintacentuple
140,Quadragintacentillion,423,"19,600","2,744,000",Quadragintacentuple
141,Unquadragintacentillion,426,"19,881","2,803,221",Unquadragintacentuple
142,Duoquadragintacentillion,429,"20,164","2,863,288",Duoquadragintacentuple
143,Tresquadragintacentillion,432,"20,449","2,924,207",Tresquadragintacentuple
144,Quattuorquadragintacentillion,435,"20,736","2,985,984",Quattuorquadragintacentuple
145,Quinquadragintacentillion,438,"21,025","3,048,625",Quinquadragintacentuple
146,Sexquadragintacentillion,441,"21,316","3,112,136",Sexquadragintacentuple
147,Septenquadragintacentillion,444,"21,609","3,176,523",Septenquadragintacentuple
148,Octoquadragintacentillion,447,"21,904","3,241,792",Octoquadragintacentuple
149,Novemquadragintacentillion,450,"22,201","3,307,949",Novemquadragintacentuple
150,Quinquagintacentillion,453,"22,500","3,375,000",Quinquagintacentuple
151,Unquinquagintacentillion,456,"22,801","3,442,951",Unquinquagintacentuple
152,Duoquinquagintacentillion,459,"23,104","3,511,808",Duoquinquagintacentuple
153,Tresquinquagintacentillion,462,"23,409","3,581,577",Tresquinquagintacentuple
154,Quattuorquinquagintacentillion,465,"23,716","3,652,264",Quattuorquinquagintacentuple
155,Quinquinquagintacentillion,468,"24,025","3,723,875",Quinquinquagintacentuple
156,Sexquinquagintacentillion,471,"24,336","3,796,416",Sexquinquagintacentuple
157,Septenquinquagintacentillion,474,"24,649","3,869,893",Septenquinquagintacentuple
158,Octoquinquagintacentillion,477,"24,964","3,944,312",Octoquinquagintacentuple
159,Novemquinquagintacentillion,480,"25,281","4,019,679",Novemquinquagintacentuple
160,Sexagintacentillion,483,"25,600","4,096,000",Sexagintacentuple
161,Unsexagintacentillion,486,"25,921","4,173,281",Unsexagintacentuple
162,Duosexagintacentillion,489,"26,244","4,251,528",Duosexagintacentuple
163,Tresexagintacentillion,492,"26,569","4,330,747",Tresexagintacentuple
164,Quattuorsexagintacentillion,495,"26,896","4,410,944",Quattuorsexagintacentuple
165,Quinsexagintacentillion,498,"27,225","4,492,125",Quinsexagintacentuple
166,Sexsexagintacentillion,501,"27,556","4,574,296",Sexsexagintacentuple
167,Septensexagintacentillion,504,"27,889","4,657,463",Septensexagintacentuple
168,Octosexagintacentillion,507,"28,224","4,741,632",Octosexagintacentuple
169,Novemsexagintacentillion,510,"28,561","4,826,809",Novemsexagintacentuple
170,Septuagintacentillion,513,"28,900","4,913,000",Septuagintacentuple
171,Unseptuagintacentillion,516,"29,241","5,000,211",Unseptuagintacentuple
172,Duoseptuagintacentillion,519,"29,584","5,088,448",Duoseptuagintacentuple
173,Treseptuagintacentillion,522,"29,929","5,177,717",Treseptuagintacentuple
174,Quattuorseptuagintacentillion,525,"30,276","5,268,024",Quattuorseptuagintacentuple
175,Quinseptuagintacentillion,528,"30,625","5,359,375",Quinseptuagintacentuple
176,Sexseptuagintacentillion,531,"30,976","5,451,776",Sexseptuagintacentuple
177,Septenseptuagintacentillion,534,"31,329","5,545,233",Septenseptuagintacentuple
178,Octoseptuagintacentillion,537,"31,684","5,639,752",Octoseptuagintacentuple
179,Novemseptuagintacentillion,540,"32,041","5,735,339",Novemseptuagintacentuple
180,Octogintacentillion,543,"32,400","5,832,000",Octogintacentuple
181,Unoctogintacentillion,546,"32,761","5,929,741",Unoctogintacentuple
182,Duooctogintacentillion,549,"33,124","6,028,568",Duooctogintacentuple
183,Tresoctogintacentillion,552,"33,489","6,128,487",Tresoctogintacentuple
184,Quattuoroctogintacentillion,555,"33,856","6,229,504",Quattuoroctogintacentuple
185,Quinoctogintacentillion,558,"34,225","6,331,625",Quinoctogintacentuple
186,Sexoctogintacentillion,561,"34,596","6,434,856",Sexoctogintacentuple
187,Septenoctogintacentillion,564,"34,969","6,539,203",Septenoctogintacentuple
188,Octooctogintacentillion,567,"35,344","6,644,672",Octooctogintacentuple
189,Novemoctogintacentillion,570,"35,721","6,751,269",Novemoctogintacentuple
190,Nonagintacentillion,573,"36,100","6,859,000",Nonagintacentuple
191,Unnonagintacentillion,576,"36,481","6,967,871",Unnonagintacentuple
192,Duononagintacentillion,579,"36,864","7,077,888",Duononagintacentuple
193,Trenonagintacentillion,582,"37,249","7,189,057",Trenonagintacentuple
194,Quattuornonagintacentillion,585,"37,636","7,301,384",Quattuornonagintacentuple
195,Quinnonagintacentillion,588,"38,025","7,414,875",Quinnonagintacentuple
196,Senonagintacentillion,591,"38,416","7,529,536",Senonagintacentuple
197,Septennonagintacentillion,594,"38,809","7,645,373",Septennonagintacentuple
198,Octononagintacentillion,597,"39,204","7,762,392",Octononagintacentuple
199,Novemnonagintacentillion,600,"39,601","7,880,599",Novemnonagintacentuple
200,Ducentillion,603,"40,000","8,000,000",Ducentuple
201,Unducentillion,606,"40,401","8,120,601",Unducentuple
202,Duoducentillion,609,"40,804","8,242,408",Duoducentuple
203,Treducentillion,612,"41,209","8,365,427",Treducentuple
204,Quattuorducentillion,615,"41,616","8,489,664",Quattuorducentuple
205,Quinducentillion,618,"42,025","8,615,125",Quinducentuple
206,Seducentillion,621,"42,436","8,741,816",Seducentuple
207,Septenducentillion,624,"42,849","8,869,743",Septenducentuple
208,Octoducentillion,627,"43,264","8,998,912",Octoducentuple
209,Novemducentillion,630,"43,681","9,129,329",Novemducentuple
210,Deciducentillion,633,"44,100","9,261,000",Deciducentuple
211,Undeciducentillion,636,"44,521","9,393,931",Undeciducentuple
212,Duodeciducentillion,639,"44,944","9,528,128",Duodeciducentuple
213,Tredeciducentillion,642,"45,369","9,663,597",Tredeciducentuple
214,Quattuordeciducentillion,645,"45,796","9,800,344",Quattuordeciducentuple
215,Quindeciducentillion,648,"46,225","9,938,375",Quindeciducentuple
216,Sedeciducentillion,651,"46,656","10,077,696",Sedeciducentuple
217,Septendeciducentillion,654,"47,089","10,218,313",Septendeciducentuple
218,Octodeciducentillion,657,"47,524","10,360,232",Octodeciducentuple
219,Novemdeciducentillion,660,"47,961","10,503,459",Novemdeciducentuple
220,Viginitducentillion,663,"48,400","10,648,000",Viginitducentuple
221,Unvigintiducentillion,666,"48,841","10,793,861",Unvigintiducentuple
222,Duovigintiducentillion,669,"49,284","10,941,048",Duovigintiducentuple
223,Tresvigintiducentillion,672,"49,729","11,089,567",Tresvigintiducentuple
224,Quattuorvigintiducentillion,675,"50,176","11,239,424",Quattuorvigintiducentuple
225,Quinvigintiducentillion,678,"50,625","11,390,625",Quinvigintiducentuple
226,Sexvigintiducentillion,681,"51,076","11,543,176",Sexvigintiducentuple
227,Septenvigintiducentillion,684,"51,529","11,697,083",Septenvigintiducentuple
228,Octovigintiducentillion,687,"51,984","11,852,352",Octovigintiducentuple
229,Novemvigintiducentillion,690,"52,441","12,008,989",Novemvigintiducentuple
230,Trigintaducentillion,693,"52,900","12,167,000",Trigintaducentuple
231,Untrigintaducentillion,696,"53,361","12,326,391",Untrigintaducentuple
232,Duotrigintaducentillion,699,"53,824","12,487,168",Duotrigintaducentuple
233,Trestrigintaducentillion,702,"54,289","12,649,337",Trestrigintaducentuple
234,Quattuortrigintaducentillion,705,"54,756","12,812,904",Quattuortrigintaducentuple
235,Quintrigintaducentillion,708,"55,225","12,977,875",Quintrigintaducentuple
236,Sextrigintaducentillion,711,"55,696","13,144,256",Sextrigintaducentuple
237,Septentrigintaducentillion,714,"56,169","13,312,053",Septentrigintaducentuple
238,Octotrigintaducentillion,717,"56,644","13,481,272",Octotrigintaducentuple
239,Novemtrigintaducentillion,720,"57,121","13,651,919",Novemtrigintaducentuple
240,Quadragintaducentillion,723,"57,600","13,824,000",Quadragintaducentuple
241,Unquadragintaducentillion,726,"58,081","13,997,521",Unquadragintaducentuple
242,Duoquadragintaducentillion,729,"58,564","14,172,488",Duoquadragintaducentuple
243,Tresquadragintaducentillion,732,"59,049","14,348,907",Tresquadragintaducentuple
244,Quattuorquadragintaducentillion,735,"59,536","14,526,784",Quattuorquadragintaducentuple
245,Quinquadragintaducentillion,738,"60,025","14,706,125",Quinquadragintaducentuple
246,Sexquadragintaducentillion,741,"60,516","14,886,936",Sexquadragintaducentuple
247,Septenquadragintaducentillion,744,"61,009","15,069,223",Septenquadragintaducentuple
248,Octoquadragintaducentillion,747,"61,504","15,252,992",Octoquadragintaducentuple
249,Novemquadragintaducentillion,750,"62,001","15,438,249",Novemquadragintaducentuple
250,Quinquagintaducentillion,753,"62,500","15,625,000",Quinquagintaducentuple
251,Unquinquagintaducentillion,756,"63,001","15,813,251",Unquinquagintaducentuple
252,Duoquinquagintaducentillion,759,"63,504","16,003,008",Duoquinquagintaducentuple
253,Tresquinquagintaducentillion,762,"64,009","16,194,277",Tresquinquagintaducentuple
254,Quattuorquinquagintaducentillion,765,"64,516","16,387,064",Quattuorquinquagintaducentuple
255,Quinquinquagintaducentillion,768,"65,025","16,581,375",Quinquinquagintaducentuple
256,Sexquinquagintaducentillion,771,"65,536","16,777,216",Sexquinquagintaducentuple
257,Septenquinquagintaducentillion,774,"66,049","16,974,593",Septenquinquagintaducentuple
258,Octoquinquagintaducentillion,777,"66,564","17,173,512",Octoquinquagintaducentuple
259,Novemquinquagintaducentillion,780,"67,081","17,373,979",Novemquinquagintaducentuple
260,Sexagintaducentillion,783,"67,600","17,576,000",Sexagintaducentuple
261,Unsexagintaducentillion,786,"68,121","17,779,581",Unsexagintaducentuple
262,Duosexagintaducentillion,789,"68,644","17,984,728",Duosexagintaducentuple
263,Tresexagintaducentillion,792,"69,169","18,191,447",Tresexagintaducentuple
264,Quattuorsexagintaducentillion,795,"69,696","18,399,744",Quattuorsexagintaducentuple
265,Quinsexagintaducentillion,798,"70,225","18,609,625",Quinsexagintaducentuple
266,Sexsexagintaducentillion,801,"70,756","18,821,096",Sexsexagintaducentuple
267,Septensexagintaducentillion,804,"71,289","19,034,163",Septensexagintaducentuple
268,Octosexagintaducentillion,807,"71,824","19,248,832",Octosexagintaducentuple
269,Novemsexagintaducentillion,810,"72,361","19,465,109",Novemsexagintaducentuple
270,Septuagintaducentillion,813,"72,900","19,683,000",Septuagintaducentuple
271,Unseptuagintaducentillion,816,"73,441","19,902,511",Unseptuagintaducentuple
272,Duoseptuagintaducentillion,819,"73,984","20,123,648",Duoseptuagintaducentuple
273,Treseptuagintaducentillion,822,"74,529","20,346,417",Treseptuagintaducentuple
274,Quattuorseptuagintaducentillion,825,"75,076","20,570,824",Quattuorseptuagintaducentuple
275,Quinseptuagintaducentillion,828,"75,625","20,796,875",Quinseptuagintaducentuple
276,Sexseptuagintaducentillion,831,"76,176","21,024,576",Sexseptuagintaducentuple
277,Septenseptuagintaducentillion,834,"76,729","21,253,933",Septenseptuagintaducentuple
278,Octoseptuagintaducentillion,837,"77,284","21,484,952",Octoseptuagintaducentuple
279,Novemseptuagintaducentillion,840,"77,841","21,717,639",Novemseptuagintaducentuple
280,Octogintaducentillion,843,"78,400","21,952,000",Octogintaducentuple
281,Unoctogintaducentillion,846,"78,961","22,188,041",Unoctogintaducentuple
282,Duooctogintaducentillion,849,"79,524","22,425,768",Duooctogintaducentuple
283,Tresoctogintaducentillion,852,"80,089","22,665,187",Tresoctogintaducentuple
284,Quattuoroctogintaducentillion,855,"80,656","22,906,304",Quattuoroctogintaducentuple
285,Quinoctogintaducentillion,858,"81,225","23,149,125",Quinoctogintaducentuple
286,Sexoctogintaducentillion,861,"81,796","23,393,656",Sexoctogintaducentuple
287,Septenoctogintaducentillion,864,"82,369","23,639,903",Septenoctogintaducentuple
288,Octooctogintaducentillion,867,"82,944","23,887,872",Octooctogintaducentuple
289,Novemoctogintaducentillion,870,"83,521","24,137,569",Novemoctogintaducentuple
290,Nonagintaducentillion,873,"84,100","24,389,000",Nonagintaducentuple
291,Unnonagintaducentillion,876,"84,681","24,642,171",Unnonagintaducentuple
292,Duononagintaducentillion,879,"85,264","24,897,088",Duononagintaducentuple
293,Trenonagintaducentillion,882,"85,849","25,153,757",Trenonagintaducentuple
294,Quattuornonagintaducentillion,885,"86,436","25,412,184",Quattuornonagintaducentuple
295,Quinnonagintaducentillion,888,"87,025","25,672,375",Quinnonagintaducentuple
296,Senonagintaducentillion,891,"87,616","25,934,336",Senonagintaducentuple
297,Septennonagintaducentillion,894,"88,209","26,198,073",Septennonagintaducentuple
298,Octononagintaducentillion,897,"88,804","26,463,592",Octononagintaducentuple
299,Novemnonagintaducentillion,900,"89,401","26,730,899",Novemnonagintaducentuple
300,Trecentillion,903,"90,000","27,000,000",Trecentuple
301,Untrecentillion,906,"90,601","27,270,901",Untrecentuple
302,Duotrecentillion,909,"91,204","27,543,608",Duotrecentuple
303,Trestrecentillion,912,"91,809","27,818,127",Trestrecentuple
304,Quattuortrecentillion,915,"92,416","28,094,464",Quattuortrecentuple
305,Quintrecentillion,918,"93,025","28,372,625",Quintrecentuple
306,Sextrecentillion,921,"93,636","28,652,616",Sextrecentuple
307,Septentrecentillion,924,"94,249","28,934,443",Septentrecentuple
308,Octotrecentillion,927,"94,864","29,218,112",Octotrecentuple
309,Novemtrecentillion,930,"95,481","29,503,629",Novemtrecentuple
310,Decitrecentillion,933,"96,100","29,791,000",Decitrecentuple
311,Undecitrecentillion,936,"96,721","30,080,231",Undecitrecentuple
312,Duodecitrecentillion,939,"97,344","30,371,328",Duodecitrecentuple
313,Tredecitrecentillion,942,"97,969","30,664,297",Tredecitrecentuple
314,Quattuordecitrecentillion,945,"98,596","30,959,144",Quattuordecitrecentuple
315,Quindecitrecentillion,948,"99,225","31,255,875",Quindecitrecentuple
316,Sedecitrecentillion,951,"99,856","31,554,496",Sedecitrecentuple
317,Septendecitrecentillion,954,"100,489","31,855,013",Septendecitrecentuple
318,Octodecitrecentillion,957,"101,124","32,157,432",Octodecitrecentuple
319,Novemdecitrecentillion,960,"101,761","32,461,759",Novemdecitrecentuple
320,Vigintitrecentillion,963,"102,400","32,768,000",Vigintitrecentuple
321,Unvigintitrecentillion,966,"103,041","33,076,161",Unvigintitrecentuple
322,Duovigintitrecentillion,969,"103,684","33,386,248",Duovigintitrecentuple
323,Tresvigintitrecentillion,972,"104,329","33,698,267",Tresvigintitrecentuple
324,Quattuorvigintitrecentillion,975,"104,976","34,012,224",Quattuorvigintitrecentuple
325,Quinvigintitrecentillion,978,"105,625","34,328,125",Quinvigintitrecentuple
326,Sexvigintitrecentillion,981,"106,276","34,645,976",Sexvigintitrecentuple
327,Septenvigintitrecentillion,984,"106,929","34,965,783",Septenvigintitrecentuple
328,Octovigintitrecentillion,987,"107,584","35,287,552",Octovigintitrecentuple
329,Novemvigintitrecentillion,990,"108,241","35,611,289",Novemvigintitrecentuple
330,Trigintatrecentillion,993,"108,900","35,937,000",Trigintatrecentuple
331,Untrigintatrecentillion,996,"109,561","36,264,691",Untrigintatrecentuple
332,Duotrigintatrecentillion,999,"110,224","36,594,368",Duotrigintatrecentuple
333,Trestrigintatrecentillion,1002,"110,889","36,926,037",Trestrigintatrecentuple
334,Quattuortrigintatrecentillion,1005,"111,556","37,259,704",Quattuortrigintatrecentuple
335,Quintrigintatrecentillion,1008,"112,225","37,595,375",Quintrigintatrecentuple
336,Sextrigintatrecentillion,1011,"112,896","37,933,056",Sextrigintatrecentuple
337,Septentrigintatrecentillion,1014,"113,569","38,272,753",Septentrigintatrecentuple
338,Octotrigintatrecentillion,1017,"114,244","38,614,472",Octotrigintatrecentuple
339,Novemtrigintatrecentillion,1020,"114,921","38,958,219",Novemtrigintatrecentuple
340,Quadragintatrecentillion,1023,"115,600","39,304,000",Quadragintatrecentuple
341,Unquadragintatrecentillion,1026,"116,281","39,651,821",Unquadragintatrecentuple
342,Duoquadragintatrecentillion,1029,"116,964","40,001,688",Duoquadragintatrecentuple
343,Tresquadragintatrecentillion,1032,"117,649","40,353,607",Tresquadragintatrecentuple
344,Quattuorquadragintatrecentillion,1035,"118,336","40,707,584",Quattuorquadragintatrecentuple
345,Quinquadragintatrecentillion,1038,"119,025","41,063,625",Quinquadragintatrecentuple
346,Sexquadragintatrecentillion,1041,"119,716","41,421,736",Sexquadragintatrecentuple
347,Septenquadragintatrecentillion,1044,"120,409","41,781,923",Septenquadragintatrecentuple
348,Octoquadragintatrecentillion,1047,"121,104","42,144,192",Octoquadragintatrecentuple
349,Novemquadragintatrecentillion,1050,"121,801","42,508,549",Novemquadragintatrecentuple
350,Quinquagintatrecentillion,1053,"122,500","42,875,000",Quinquagintatrecentuple
351,Unquinquagintatrecentillion,1056,"123,201","43,243,551",Unquinquagintatrecentuple
352,Duoquinquagintatrecentillion,1059,"123,904","43,614,208",Duoquinquagintatrecentuple
353,Tresquinquagintatrecentillion,1062,"124,609","43,986,977",Tresquinquagintatrecentuple
354,Quattuorquinquagintatrecentillion,1065,"125,316","44,361,864",Quattuorquinquagintatrecentuple
355,Quinquinquagintatrecentillion,1068,"126,025","44,738,875",Quinquinquagintatrecentuple
356,Sexquinquagintatrecentillion,1071,"126,736","45,118,016",Sexquinquagintatrecentuple
357,Septenquinquagintatrecentillion,1074,"127,449","45,499,293",Septenquinquagintatrecentuple
358,Octoquinquagintatrecentillion,1077,"128,164","45,882,712",Octoquinquagintatrecentuple
359,Novemquinquagintatrecentillion,1080,"128,881","46,268,279",Novemquinquagintatrecentuple
360,Sexagintatrecentillion,1083,"129,600","46,656,000",Sexagintatrecentuple
361,Unsexagintatrecentillion,1086,"130,321","47,045,881",Unsexagintatrecentuple
362,Duosexagintatrecentillion,1089,"131,044","47,437,928",Duosexagintatrecentuple
363,Tresexagintatrecentillion,1092,"131,769","47,832,147",Tresexagintatrecentuple
364,Quattuorsexagintatrecentillion,1095,"132,496","48,228,544",Quattuorsexagintatrecentuple
365,Quinsexagintatrecentillion,1098,"133,225","48,627,125",Quinsexagintatrecentuple
366,Sexsexagintatrecentillion,1101,"133,956","49,027,896",Sexsexagintatrecentuple
367,Septensexagintatrecentillion,1104,"134,689","49,430,863",Septensexagintatrecentuple
368,Octosexagintatrecentillion,1107,"135,424","49,836,032",Octosexagintatrecentuple
369,Novemsexagintatrecentillion,1110,"136,161","50,243,409",Novemsexagintatrecentuple
370,Septuagintatrecentillion,1113,"136,900","50,653,000",Septuagintatrecentuple
371,Unseptuagintatrecentillion,1116,"137,641","51,064,811",Unseptuagintatrecentuple
372,Duoseptuagintatrecentillion,1119,"138,384","51,478,848",Duoseptuagintatrecentuple
373,Treseptuagintatrecentillion,1122,"139,129","51,895,117",Treseptuagintatrecentuple
374,Quattuorseptuagintatrecentillion,1125,"139,876","52,313,624",Quattuorseptuagintatrecentuple
375,Quinseptuagintatrecentillion,1128,"140,625","52,734,375",Quinseptuagintatrecentuple
376,Sexseptuagintatrecentillion,1131,"141,376","53,157,376",Sexseptuagintatrecentuple
377,Septenseptuagintatrecentillion,1134,"142,129","53,582,633",Septenseptuagintatrecentuple
378,Octoseptuagintatrecentillion,1137,"142,884","54,010,152",Octoseptuagintatrecentuple
379,Novemseptuagintatrecentillion,1140,"143,641","54,439,939",Novemseptuagintatrecentuple
380,Octogintatrecentillion,1143,"144,400","54,872,000",Octogintatrecentuple
381,Unoctogintatrecentillion,1146,"145,161","55,306,341",Unoctogintatrecentuple
382,Duooctogintatrecentillion,1149,"145,924","55,742,968",Duooctogintatrecentuple
383,Tresoctogintatrecentillion,1152,"146,689","56,181,887",Tresoctogintatrecentuple
384,Quattuoroctogintatrecentillion,1155,"147,456","56,623,104",Quattuoroctogintatrecentuple
